"ID","prediction"
130000000388,"nao_eleito"
130000000398,"eleito"
130000000402,"nao_eleito"
130000000403,"nao_eleito"
130000000415,"nao_eleito"
130000000455,"nao_eleito"
130000000501,"nao_eleito"
130000000529,"nao_eleito"
130000000651,"eleito"
130000000658,"nao_eleito"
130000000667,"eleito"
130000000668,"nao_eleito"
130000000681,"nao_eleito"
130000000682,"nao_eleito"
130000000683,"nao_eleito"
130000000689,"nao_eleito"
130000000691,"eleito"
130000000693,"nao_eleito"
130000000706,"nao_eleito"
130000000711,"nao_eleito"
130000000712,"nao_eleito"
130000000717,"eleito"
130000000719,"eleito"
130000000723,"nao_eleito"
130000000724,"nao_eleito"
130000000725,"nao_eleito"
130000000727,"eleito"
130000000861,"nao_eleito"
130000000867,"nao_eleito"
130000000868,"nao_eleito"
130000000870,"eleito"
130000000878,"nao_eleito"
130000000881,"eleito"
130000000882,"nao_eleito"
130000000886,"eleito"
130000000887,"eleito"
130000000901,"nao_eleito"
130000000902,"nao_eleito"
130000001058,"nao_eleito"
130000001066,"nao_eleito"
130000001070,"nao_eleito"
130000001077,"nao_eleito"
130000001080,"nao_eleito"
130000001082,"nao_eleito"
130000001084,"nao_eleito"
130000001090,"nao_eleito"
130000001093,"nao_eleito"
130000001097,"nao_eleito"
130000001108,"nao_eleito"
130000001112,"nao_eleito"
130000001128,"nao_eleito"
130000001132,"nao_eleito"
130000001134,"nao_eleito"
130000001143,"eleito"
130000001147,"nao_eleito"
130000001149,"nao_eleito"
130000001158,"nao_eleito"
130000001205,"nao_eleito"
130000001206,"eleito"
130000001211,"nao_eleito"
130000001214,"nao_eleito"
130000001215,"nao_eleito"
130000001219,"nao_eleito"
130000001241,"nao_eleito"
130000001248,"nao_eleito"
130000001254,"nao_eleito"
130000001262,"nao_eleito"
130000001266,"nao_eleito"
130000001315,"nao_eleito"
130000001322,"nao_eleito"
130000001370,"nao_eleito"
130000001371,"nao_eleito"
130000001375,"nao_eleito"
130000001380,"nao_eleito"
130000001387,"nao_eleito"
130000001408,"nao_eleito"
130000001430,"nao_eleito"
130000001435,"nao_eleito"
130000001458,"eleito"
130000001460,"nao_eleito"
130000001463,"nao_eleito"
130000001465,"nao_eleito"
130000001826,"nao_eleito"
130000001931,"nao_eleito"
130000001936,"nao_eleito"
130000002019,"nao_eleito"
130000002025,"nao_eleito"
130000002036,"nao_eleito"
140000000007,"nao_eleito"
140000000009,"nao_eleito"
140000000013,"nao_eleito"
140000000106,"nao_eleito"
140000000110,"nao_eleito"
140000000115,"nao_eleito"
140000000117,"nao_eleito"
140000000351,"nao_eleito"
140000000355,"nao_eleito"
140000000436,"nao_eleito"
140000000437,"nao_eleito"
140000000749,"nao_eleito"
140000000750,"nao_eleito"
140000000751,"nao_eleito"
140000000753,"nao_eleito"
140000000756,"nao_eleito"
140000000771,"nao_eleito"
140000000774,"nao_eleito"
140000000775,"nao_eleito"
140000000776,"nao_eleito"
140000000782,"nao_eleito"
140000000784,"nao_eleito"
140000000791,"nao_eleito"
140000000916,"nao_eleito"
140000000940,"nao_eleito"
140000000944,"nao_eleito"
140000001042,"nao_eleito"
140000001055,"nao_eleito"
140000001101,"nao_eleito"
150000000011,"nao_eleito"
150000000034,"nao_eleito"
150000000035,"nao_eleito"
150000000172,"nao_eleito"
150000000174,"nao_eleito"
150000000176,"nao_eleito"
150000000180,"nao_eleito"
150000000181,"nao_eleito"
150000000182,"nao_eleito"
150000000185,"nao_eleito"
150000000187,"nao_eleito"
150000000191,"nao_eleito"
150000000219,"nao_eleito"
150000000479,"nao_eleito"
150000000482,"nao_eleito"
150000000502,"nao_eleito"
150000000649,"nao_eleito"
160000000006,"nao_eleito"
160000000026,"nao_eleito"
160000000172,"nao_eleito"
160000000173,"nao_eleito"
160000000175,"nao_eleito"
160000000178,"nao_eleito"
160000000186,"nao_eleito"
160000000194,"nao_eleito"
160000000196,"nao_eleito"
160000000198,"nao_eleito"
160000000205,"nao_eleito"
160000000402,"nao_eleito"
160000000430,"nao_eleito"
160000000434,"nao_eleito"
160000000462,"nao_eleito"
160000000513,"nao_eleito"
160000000523,"nao_eleito"
160000000600,"nao_eleito"
160000000603,"nao_eleito"
160000000607,"nao_eleito"
160000000609,"nao_eleito"
160000000613,"nao_eleito"
160000000617,"nao_eleito"
160000000618,"nao_eleito"
160000000621,"nao_eleito"
160000000622,"nao_eleito"
160000000626,"nao_eleito"
160000000631,"nao_eleito"
160000000634,"nao_eleito"
160000000692,"nao_eleito"
160000000755,"nao_eleito"
160000000763,"nao_eleito"
160000000764,"eleito"
160000000769,"nao_eleito"
160000000803,"nao_eleito"
160000001103,"nao_eleito"
160000001140,"nao_eleito"
160000001151,"nao_eleito"
160000001155,"nao_eleito"
160000001157,"nao_eleito"
160000001158,"nao_eleito"
160000001168,"nao_eleito"
160000001202,"nao_eleito"
160000001229,"nao_eleito"
160000001232,"nao_eleito"
160000001281,"nao_eleito"
160000001299,"nao_eleito"
160000001336,"nao_eleito"
160000001483,"nao_eleito"
160000001486,"nao_eleito"
170000000001,"nao_eleito"
170000000018,"nao_eleito"
170000000036,"nao_eleito"
170000000038,"eleito"
170000000042,"eleito"
170000000043,"eleito"
170000000057,"eleito"
170000000058,"nao_eleito"
170000000064,"nao_eleito"
170000000067,"nao_eleito"
170000000454,"nao_eleito"
170000000458,"nao_eleito"
170000000474,"nao_eleito"
170000000502,"nao_eleito"
170000000505,"nao_eleito"
170000000523,"nao_eleito"
170000000525,"nao_eleito"
170000000529,"nao_eleito"
170000000600,"nao_eleito"
170000000616,"eleito"
170000000655,"eleito"
170000000679,"nao_eleito"
170000000704,"nao_eleito"
180000000009,"nao_eleito"
180000000058,"nao_eleito"
180000000060,"eleito"
180000000063,"nao_eleito"
180000000064,"nao_eleito"
180000000066,"nao_eleito"
180000000071,"nao_eleito"
180000000193,"nao_eleito"
180000000209,"nao_eleito"
180000000217,"nao_eleito"
180000000234,"eleito"
180000000241,"nao_eleito"
180000000269,"nao_eleito"
180000000274,"nao_eleito"
180000000312,"nao_eleito"
180000000364,"nao_eleito"
190000000106,"nao_eleito"
190000000126,"nao_eleito"
190000000307,"nao_eleito"
190000000315,"nao_eleito"
190000000316,"nao_eleito"
190000000318,"nao_eleito"
190000000323,"nao_eleito"
190000000329,"nao_eleito"
190000000344,"nao_eleito"
190000000356,"nao_eleito"
190000000358,"nao_eleito"
190000000360,"nao_eleito"
190000000369,"nao_eleito"
190000000375,"nao_eleito"
190000000389,"nao_eleito"
190000000430,"nao_eleito"
190000000453,"nao_eleito"
190000000468,"nao_eleito"
190000000478,"nao_eleito"
190000000481,"nao_eleito"
190000000485,"nao_eleito"
190000000488,"nao_eleito"
190000000591,"nao_eleito"
190000000596,"nao_eleito"
190000000607,"nao_eleito"
190000000610,"nao_eleito"
190000000612,"nao_eleito"
190000000615,"nao_eleito"
190000000620,"nao_eleito"
190000000633,"nao_eleito"
190000000646,"nao_eleito"
190000000648,"nao_eleito"
190000000653,"nao_eleito"
190000000656,"nao_eleito"
190000000671,"nao_eleito"
190000000672,"nao_eleito"
190000000715,"nao_eleito"
190000000838,"nao_eleito"
190000000839,"nao_eleito"
190000000850,"nao_eleito"
190000000853,"nao_eleito"
190000000855,"nao_eleito"
190000000860,"nao_eleito"
190000000884,"nao_eleito"
190000000897,"nao_eleito"
190000000900,"nao_eleito"
190000000901,"nao_eleito"
190000000903,"nao_eleito"
190000000912,"nao_eleito"
190000000917,"nao_eleito"
190000000920,"nao_eleito"
190000000945,"nao_eleito"
190000000969,"nao_eleito"
190000000978,"nao_eleito"
190000000980,"nao_eleito"
190000000982,"nao_eleito"
190000001015,"nao_eleito"
190000001021,"nao_eleito"
190000001025,"nao_eleito"
190000001026,"nao_eleito"
190000001035,"nao_eleito"
190000001038,"nao_eleito"
190000001039,"nao_eleito"
190000001278,"nao_eleito"
190000001287,"nao_eleito"
190000001307,"nao_eleito"
190000001312,"nao_eleito"
190000001315,"nao_eleito"
190000001335,"nao_eleito"
190000001340,"nao_eleito"
190000001384,"nao_eleito"
190000001434,"eleito"
190000001435,"nao_eleito"
190000001442,"nao_eleito"
190000001447,"eleito"
190000001473,"nao_eleito"
190000001482,"nao_eleito"
190000001488,"eleito"
190000001854,"nao_eleito"
190000001857,"nao_eleito"
190000001858,"eleito"
190000001865,"nao_eleito"
190000001875,"eleito"
190000001879,"nao_eleito"
190000001891,"nao_eleito"
190000001899,"eleito"
190000001912,"eleito"
190000001947,"nao_eleito"
190000001949,"nao_eleito"
190000001959,"nao_eleito"
190000001964,"nao_eleito"
190000001972,"nao_eleito"
190000001981,"nao_eleito"
190000001987,"nao_eleito"
190000002150,"nao_eleito"
190000002151,"nao_eleito"
190000002153,"nao_eleito"
190000002168,"nao_eleito"
190000002172,"nao_eleito"
190000002197,"nao_eleito"
190000002198,"nao_eleito"
190000002200,"nao_eleito"
190000002201,"nao_eleito"
190000002202,"nao_eleito"
190000002203,"nao_eleito"
190000002207,"nao_eleito"
190000002230,"nao_eleito"
190000002337,"nao_eleito"
190000002339,"nao_eleito"
190000002340,"nao_eleito"
190000002343,"nao_eleito"
190000002372,"nao_eleito"
190000002373,"nao_eleito"
190000002407,"nao_eleito"
190000002411,"nao_eleito"
190000002431,"nao_eleito"
190000002437,"nao_eleito"
190000002438,"nao_eleito"
190000002461,"nao_eleito"
190000002486,"nao_eleito"
190000002715,"nao_eleito"
190000002727,"nao_eleito"
190000002728,"nao_eleito"
190000002740,"nao_eleito"
190000002750,"nao_eleito"
190000002769,"nao_eleito"
190000002784,"nao_eleito"
190000002786,"nao_eleito"
190000002806,"nao_eleito"
190000002879,"nao_eleito"
190000002931,"nao_eleito"
190000003081,"nao_eleito"
190000003133,"nao_eleito"
190000003137,"nao_eleito"
190000003179,"nao_eleito"
190000003180,"nao_eleito"
190000003297,"nao_eleito"
200000000006,"nao_eleito"
200000000008,"nao_eleito"
200000000105,"nao_eleito"
200000000110,"nao_eleito"
200000000139,"nao_eleito"
200000000142,"nao_eleito"
20000000023,"nao_eleito"
200000000250,"nao_eleito"
200000000255,"nao_eleito"
200000000324,"nao_eleito"
20000000043,"nao_eleito"
20000000047,"nao_eleito"
20000000127,"nao_eleito"
20000000128,"nao_eleito"
20000000157,"nao_eleito"
20000000167,"eleito"
20000000269,"eleito"
20000000271,"nao_eleito"
20000000275,"nao_eleito"
20000000283,"nao_eleito"
20000000373,"nao_eleito"
20000000380,"eleito"
20000000393,"nao_eleito"
20000000468,"nao_eleito"
210000000034,"nao_eleito"
210000000039,"nao_eleito"
210000000051,"nao_eleito"
210000000053,"nao_eleito"
210000000055,"nao_eleito"
210000000062,"nao_eleito"
210000000068,"nao_eleito"
210000000070,"nao_eleito"
210000000071,"nao_eleito"
210000000072,"nao_eleito"
210000000078,"nao_eleito"
210000000082,"nao_eleito"
210000000108,"nao_eleito"
210000000162,"eleito"
210000000228,"nao_eleito"
210000000245,"nao_eleito"
210000000250,"nao_eleito"
210000000276,"nao_eleito"
210000000277,"nao_eleito"
210000000280,"nao_eleito"
210000000291,"nao_eleito"
210000000323,"nao_eleito"
210000000325,"nao_eleito"
210000000326,"nao_eleito"
210000000332,"nao_eleito"
210000000333,"eleito"
210000000404,"eleito"
210000000483,"nao_eleito"
210000000487,"nao_eleito"
210000000491,"nao_eleito"
210000000573,"nao_eleito"
210000000584,"nao_eleito"
210000000589,"nao_eleito"
210000000594,"nao_eleito"
210000000596,"nao_eleito"
210000000610,"nao_eleito"
210000000623,"nao_eleito"
210000000624,"nao_eleito"
210000000638,"eleito"
210000000640,"nao_eleito"
210000000655,"nao_eleito"
210000000657,"eleito"
210000000659,"nao_eleito"
210000000662,"nao_eleito"
210000000663,"nao_eleito"
210000000667,"nao_eleito"
210000000668,"nao_eleito"
210000000868,"nao_eleito"
210000000872,"nao_eleito"
210000000879,"nao_eleito"
210000000883,"nao_eleito"
210000000893,"nao_eleito"
210000000901,"nao_eleito"
210000001101,"nao_eleito"
220000000018,"nao_eleito"
220000000031,"nao_eleito"
220000000230,"nao_eleito"
220000000235,"eleito"
220000000238,"nao_eleito"
220000000239,"nao_eleito"
220000000246,"nao_eleito"
220000000390,"nao_eleito"
220000000464,"nao_eleito"
220000000530,"nao_eleito"
230000000172,"nao_eleito"
230000000173,"nao_eleito"
230000000175,"nao_eleito"
230000000178,"nao_eleito"
230000000193,"nao_eleito"
230000000195,"nao_eleito"
230000000197,"nao_eleito"
230000000263,"nao_eleito"
230000000276,"nao_eleito"
230000000446,"nao_eleito"
230000000454,"nao_eleito"
230000000455,"nao_eleito"
230000000460,"nao_eleito"
240000000061,"nao_eleito"
240000000131,"nao_eleito"
240000000173,"nao_eleito"
240000000179,"nao_eleito"
240000000188,"nao_eleito"
240000000202,"nao_eleito"
240000000212,"nao_eleito"
240000000213,"nao_eleito"
240000000215,"eleito"
240000000217,"nao_eleito"
240000000220,"nao_eleito"
240000000237,"nao_eleito"
240000000245,"eleito"
240000000246,"nao_eleito"
240000000249,"nao_eleito"
240000000464,"nao_eleito"
240000000468,"nao_eleito"
240000000472,"eleito"
240000000485,"nao_eleito"
240000000488,"nao_eleito"
240000000492,"nao_eleito"
240000000517,"nao_eleito"
240000000519,"nao_eleito"
240000000521,"nao_eleito"
240000000631,"nao_eleito"
240000000648,"nao_eleito"
240000000714,"nao_eleito"
240000000757,"nao_eleito"
250000000095,"nao_eleito"
250000000099,"nao_eleito"
250000000108,"nao_eleito"
250000000114,"nao_eleito"
250000000129,"nao_eleito"
250000000133,"nao_eleito"
250000000144,"nao_eleito"
250000000278,"nao_eleito"
250000000288,"nao_eleito"
250000000289,"nao_eleito"
250000000295,"nao_eleito"
250000000300,"nao_eleito"
250000000301,"nao_eleito"
250000000392,"nao_eleito"
250000000412,"nao_eleito"
250000000413,"nao_eleito"
250000000418,"nao_eleito"
250000000457,"nao_eleito"
250000000487,"nao_eleito"
250000000494,"nao_eleito"
250000000496,"eleito"
250000000610,"nao_eleito"
250000000612,"eleito"
250000000617,"nao_eleito"
250000000623,"eleito"
250000000630,"nao_eleito"
250000000633,"nao_eleito"
250000000639,"nao_eleito"
250000000641,"nao_eleito"
250000000642,"eleito"
250000000648,"nao_eleito"
250000000651,"eleito"
250000000670,"nao_eleito"
250000000673,"eleito"
250000000675,"nao_eleito"
250000000683,"nao_eleito"
250000000685,"nao_eleito"
250000000688,"nao_eleito"
250000000691,"nao_eleito"
250000000692,"eleito"
250000000698,"nao_eleito"
250000000751,"nao_eleito"
250000000756,"nao_eleito"
250000000774,"nao_eleito"
250000000784,"eleito"
250000000811,"nao_eleito"
250000000829,"nao_eleito"
250000000831,"eleito"
250000000841,"nao_eleito"
250000000848,"nao_eleito"
250000000908,"nao_eleito"
250000000910,"nao_eleito"
250000000927,"nao_eleito"
250000000936,"nao_eleito"
250000000940,"nao_eleito"
250000000943,"nao_eleito"
250000000944,"nao_eleito"
250000000945,"nao_eleito"
250000000947,"nao_eleito"
250000000950,"nao_eleito"
250000000954,"nao_eleito"
250000000961,"nao_eleito"
250000000972,"nao_eleito"
250000000976,"nao_eleito"
250000000978,"nao_eleito"
250000001218,"nao_eleito"
250000001219,"nao_eleito"
250000001220,"nao_eleito"
250000001224,"nao_eleito"
250000001226,"nao_eleito"
250000001228,"nao_eleito"
250000001231,"nao_eleito"
250000001234,"nao_eleito"
250000001236,"nao_eleito"
250000001237,"nao_eleito"
250000001239,"nao_eleito"
250000001251,"nao_eleito"
250000001269,"nao_eleito"
250000001272,"nao_eleito"
250000001273,"nao_eleito"
250000001275,"nao_eleito"
250000001282,"nao_eleito"
250000001283,"nao_eleito"
250000001287,"nao_eleito"
250000001294,"nao_eleito"
250000001299,"nao_eleito"
250000001303,"nao_eleito"
250000001307,"nao_eleito"
250000001324,"nao_eleito"
250000001332,"nao_eleito"
250000001337,"nao_eleito"
250000001361,"nao_eleito"
250000001370,"nao_eleito"
250000001382,"nao_eleito"
250000001385,"nao_eleito"
250000001390,"nao_eleito"
250000001394,"eleito"
250000001405,"nao_eleito"
250000001415,"nao_eleito"
250000001419,"nao_eleito"
250000001435,"eleito"
250000001436,"nao_eleito"
250000001438,"nao_eleito"
250000001439,"nao_eleito"
250000001441,"nao_eleito"
250000001450,"nao_eleito"
250000001451,"nao_eleito"
250000001453,"nao_eleito"
250000001472,"nao_eleito"
250000001475,"nao_eleito"
250000001476,"nao_eleito"
250000001482,"nao_eleito"
250000001714,"nao_eleito"
250000001717,"nao_eleito"
250000001727,"nao_eleito"
250000001730,"nao_eleito"
250000001732,"nao_eleito"
250000001743,"nao_eleito"
250000001748,"nao_eleito"
250000001753,"nao_eleito"
250000001769,"nao_eleito"
250000001770,"nao_eleito"
250000001786,"nao_eleito"
250000001787,"nao_eleito"
250000001789,"nao_eleito"
250000001820,"nao_eleito"
250000001823,"nao_eleito"
250000001828,"nao_eleito"
250000001833,"nao_eleito"
250000001850,"nao_eleito"
250000001851,"nao_eleito"
250000001902,"nao_eleito"
250000001904,"nao_eleito"
250000001905,"nao_eleito"
250000001911,"nao_eleito"
250000001912,"nao_eleito"
250000001915,"nao_eleito"
250000001916,"nao_eleito"
250000001922,"nao_eleito"
250000001934,"nao_eleito"
250000001981,"nao_eleito"
250000001984,"nao_eleito"
250000001985,"nao_eleito"
250000001990,"nao_eleito"
250000001993,"nao_eleito"
250000002005,"nao_eleito"
250000002042,"nao_eleito"
250000002079,"nao_eleito"
250000002102,"nao_eleito"
250000002107,"nao_eleito"
250000002113,"nao_eleito"
250000002125,"nao_eleito"
250000002128,"nao_eleito"
250000002152,"nao_eleito"
250000002154,"nao_eleito"
250000002159,"eleito"
250000002163,"nao_eleito"
250000002164,"nao_eleito"
250000002171,"nao_eleito"
250000002189,"eleito"
250000002191,"eleito"
250000002204,"eleito"
250000002258,"nao_eleito"
250000002260,"nao_eleito"
250000002270,"nao_eleito"
250000002271,"nao_eleito"
250000002273,"nao_eleito"
250000002296,"nao_eleito"
250000002298,"nao_eleito"
250000002304,"nao_eleito"
250000002345,"nao_eleito"
250000002348,"nao_eleito"
250000002354,"nao_eleito"
250000002361,"nao_eleito"
250000002366,"nao_eleito"
250000002381,"nao_eleito"
250000002385,"nao_eleito"
250000002387,"nao_eleito"
250000002388,"nao_eleito"
250000002390,"nao_eleito"
250000002399,"nao_eleito"
250000002427,"nao_eleito"
250000002448,"nao_eleito"
250000002486,"nao_eleito"
250000002507,"nao_eleito"
250000002508,"nao_eleito"
250000002556,"nao_eleito"
250000002890,"nao_eleito"
250000002896,"nao_eleito"
250000002899,"nao_eleito"
250000002911,"nao_eleito"
250000002918,"nao_eleito"
250000002919,"nao_eleito"
250000002933,"nao_eleito"
250000002945,"nao_eleito"
250000002946,"nao_eleito"
250000002947,"nao_eleito"
250000002954,"nao_eleito"
250000002961,"nao_eleito"
250000002962,"nao_eleito"
250000002963,"nao_eleito"
250000002965,"nao_eleito"
250000002966,"nao_eleito"
250000002967,"nao_eleito"
250000002985,"nao_eleito"
250000002993,"nao_eleito"
250000002996,"nao_eleito"
250000003012,"nao_eleito"
250000003020,"nao_eleito"
250000003041,"eleito"
250000003050,"nao_eleito"
250000003059,"nao_eleito"
250000003098,"nao_eleito"
250000003131,"nao_eleito"
250000003503,"nao_eleito"
250000003611,"nao_eleito"
250000003669,"nao_eleito"
250000003679,"nao_eleito"
250000003682,"nao_eleito"
250000003689,"nao_eleito"
250000003693,"nao_eleito"
250000003695,"nao_eleito"
250000003744,"nao_eleito"
250000003921,"nao_eleito"
250000003943,"nao_eleito"
260000000010,"nao_eleito"
260000000023,"nao_eleito"
260000000040,"nao_eleito"
260000000043,"nao_eleito"
260000000046,"nao_eleito"
260000000067,"nao_eleito"
260000000104,"nao_eleito"
260000000105,"nao_eleito"
260000000106,"nao_eleito"
260000000188,"nao_eleito"
260000000189,"nao_eleito"
260000000193,"nao_eleito"
260000000267,"nao_eleito"
260000000304,"nao_eleito"
260000000356,"nao_eleito"
270000000004,"nao_eleito"
270000000133,"nao_eleito"
30000000022,"nao_eleito"
30000000029,"nao_eleito"
30000000033,"nao_eleito"
30000000046,"nao_eleito"
30000000065,"nao_eleito"
30000000080,"nao_eleito"
30000000092,"nao_eleito"
30000000121,"nao_eleito"
30000000142,"nao_eleito"
30000000144,"nao_eleito"
30000000146,"nao_eleito"
30000000149,"nao_eleito"
30000000158,"nao_eleito"
30000000161,"nao_eleito"
30000000343,"nao_eleito"
30000000347,"nao_eleito"
30000000351,"nao_eleito"
30000000356,"nao_eleito"
30000000467,"nao_eleito"
30000000551,"nao_eleito"
40000000086,"eleito"
40000000089,"nao_eleito"
40000000092,"nao_eleito"
40000000095,"nao_eleito"
40000000096,"nao_eleito"
40000000338,"nao_eleito"
40000000339,"nao_eleito"
40000000348,"nao_eleito"
40000000356,"nao_eleito"
40000000616,"nao_eleito"
40000000640,"nao_eleito"
40000000746,"nao_eleito"
40000000750,"nao_eleito"
40000000961,"nao_eleito"
40000001042,"nao_eleito"
40000001121,"nao_eleito"
50000000010,"nao_eleito"
50000000014,"nao_eleito"
50000000019,"nao_eleito"
50000000024,"nao_eleito"
50000000035,"nao_eleito"
50000000078,"nao_eleito"
50000000080,"nao_eleito"
50000000127,"nao_eleito"
50000000140,"nao_eleito"
50000000142,"nao_eleito"
50000000143,"nao_eleito"
50000000147,"eleito"
50000000148,"nao_eleito"
50000000151,"nao_eleito"
50000000163,"nao_eleito"
50000000167,"eleito"
50000000178,"nao_eleito"
50000000229,"nao_eleito"
50000000230,"nao_eleito"
50000000231,"nao_eleito"
50000000232,"nao_eleito"
50000000235,"nao_eleito"
50000000433,"nao_eleito"
50000000434,"nao_eleito"
50000000436,"nao_eleito"
50000000448,"nao_eleito"
50000000465,"nao_eleito"
50000000466,"nao_eleito"
50000000467,"nao_eleito"
50000000468,"nao_eleito"
50000000485,"nao_eleito"
50000000497,"nao_eleito"
50000000498,"eleito"
50000000547,"nao_eleito"
50000000627,"nao_eleito"
50000000628,"eleito"
50000000635,"nao_eleito"
50000000652,"nao_eleito"
50000000654,"nao_eleito"
50000000655,"eleito"
50000000659,"nao_eleito"
50000000665,"nao_eleito"
50000000670,"nao_eleito"
50000000672,"nao_eleito"
50000000673,"nao_eleito"
50000000680,"nao_eleito"
50000000681,"nao_eleito"
50000000920,"nao_eleito"
60000000251,"nao_eleito"
60000000257,"nao_eleito"
60000000260,"nao_eleito"
60000000271,"nao_eleito"
60000000375,"nao_eleito"
60000000385,"nao_eleito"
60000000430,"nao_eleito"
60000000586,"eleito"
60000000592,"nao_eleito"
60000000594,"nao_eleito"
60000000599,"nao_eleito"
60000000602,"nao_eleito"
60000000634,"nao_eleito"
60000000640,"nao_eleito"
60000000646,"nao_eleito"
60000000671,"nao_eleito"
60000000769,"eleito"
60000000770,"nao_eleito"
60000000779,"eleito"
60000000788,"eleito"
60000000796,"nao_eleito"
60000000797,"nao_eleito"
60000000799,"nao_eleito"
60000000800,"nao_eleito"
60000000808,"nao_eleito"
60000000942,"nao_eleito"
60000000957,"eleito"
60000001049,"nao_eleito"
70000000157,"nao_eleito"
70000000447,"nao_eleito"
70000000460,"nao_eleito"
70000000658,"nao_eleito"
70000000660,"nao_eleito"
70000000662,"nao_eleito"
70000000666,"nao_eleito"
70000000674,"nao_eleito"
70000000825,"eleito"
70000000828,"nao_eleito"
70000000832,"nao_eleito"
70000000834,"nao_eleito"
70000000842,"nao_eleito"
70000000892,"nao_eleito"
70000000895,"nao_eleito"
70000000902,"eleito"
70000000908,"nao_eleito"
70000000909,"nao_eleito"
70000000912,"nao_eleito"
70000001063,"nao_eleito"
70000001066,"nao_eleito"
70000001069,"nao_eleito"
70000001078,"nao_eleito"
80000000009,"nao_eleito"
80000000169,"nao_eleito"
80000000177,"nao_eleito"
80000000179,"nao_eleito"
80000000182,"nao_eleito"
80000000188,"nao_eleito"
80000000191,"nao_eleito"
80000000193,"nao_eleito"
80000000340,"nao_eleito"
80000000351,"nao_eleito"
80000000354,"eleito"
80000000359,"nao_eleito"
80000000388,"nao_eleito"
80000000390,"nao_eleito"
80000000392,"nao_eleito"
80000000433,"nao_eleito"
80000000436,"nao_eleito"
80000000438,"nao_eleito"
80000000443,"nao_eleito"
80000000444,"nao_eleito"
80000000446,"nao_eleito"
80000000460,"nao_eleito"
80000000461,"eleito"
80000000462,"nao_eleito"
80000000469,"nao_eleito"
80000000473,"eleito"
80000000477,"eleito"
80000000478,"nao_eleito"
80000000483,"nao_eleito"
80000000518,"nao_eleito"
80000000521,"nao_eleito"
80000000725,"nao_eleito"
80000000755,"nao_eleito"
80000000792,"nao_eleito"
80000000849,"nao_eleito"
90000000007,"nao_eleito"
90000000009,"nao_eleito"
90000000304,"nao_eleito"
90000000308,"nao_eleito"
90000000311,"nao_eleito"
90000000324,"eleito"
90000000515,"nao_eleito"
90000000524,"nao_eleito"
90000000615,"eleito"
90000000711,"eleito"
90000000715,"eleito"
90000000728,"eleito"
90000000733,"nao_eleito"
90000000734,"nao_eleito"
90000000742,"nao_eleito"
90000000744,"eleito"
